name,city,iata,icao,lat,lng
Alonso Valderrama Airport,Chitré,CTD,MPCE,7.9878,-80.4097
Enrique Adolfo Jimenez Airport,Colón,ONX,MPEJ,9.3566,-79.8674
Jaqué Airport,Jaqué,JQE,MPJE,7.5178,-78.1572
Captain Ramon Xatruch Airport,La Palma,PLP,MPLP,8.4067,-78.1417
Bahia Piña Airport,Bahia Piña,BFQ,,7.583,-78.2
EL Real Airport,El Real,ELE,,8.133,-77.7
Contadora Airport,Contadora Island,OTD,,8.6288,-79.0347
Sambu Airport,Boca de Sábalo,SAX,,8.017,-78.2
Puerto Obaldia Airport,Puerto Obaldia,PUE,MPOA,8.667,-77.418
Achutupo Airport,Achutupo,ACU,,9.2,-77.98
Tubuala Airport,Tubuala,TUW,,9.52,-79.03
Garachine Airport,Garachine,GHE,,8.06,-78.36
Mulatupo Airport,Mulatupo,MPP,,8.95,-77.75
Corazon de Jesus Airport,Corazon de Jesus,CZJ,,9.4472,-78.575
Scarlett Martinez International Airport,Rio Hato,,MPRH,8.3759,-80.1279
Howard Airport,Balboa,,MPPA,8.5454,-79.3558
Goroka Airport,Goroka,GKA,AYGA,-6.0817,145.392
Madang Airport,Madang,MAG,AYMD,-5.2071,145.789
Mount Hagen Kagamuga Airport,Mount Hagen,HGU,AYMH,-5.8268,144.296
Nadzab Airport,Nadzab,LAE,AYNZ,-6.5698,146.726
Port Moresby Jacksons International Airport,Port Moresby,POM,AYPY,-9.4434,147.22
Wewak International Airport,Wewak,WWK,AYWK,-3.5838,143.669
Buka Airport,Buka Island,BUA,AYBK,-5.4223,154.673
Chimbu Airport,Kundiawa,CMU,AYCH,-6.0243,144.971
Daru Airport,Daru,DAU,AYDU,-9.0868,143.208
Gurney Airport,Gurney,GUR,AYGN,-10.3115,150.334
Girua Airport,Girua,PNP,AYGR,-8.8045,148.309
Kimbe Airport,Hoskins,HKN,AYHK,-5.4622,150.405
Kiunga Airport,Kiunga,UNG,AYKI,-6.1257,141.282
Kikori Airport,Kikori,KRI,AYKK,-7.4244,144.2501
Kerema Airport,Kerema,KMA,AYKM,-7.9636,145.771
Kavieng Airport,Kavieng,KVG,AYKV,-2.5794,150.808
Mendi Airport,Mendi,MDU,AYMN,-6.1477,143.657
Momote Airport,Momote,MAS,AYMO,-2.0619,147.424
Moro Airport,Moro,MXH,AYMR,-6.3633,143.238
Misima Island Airport,Misima Island,MIS,AYMS,-10.6892,152.838
Tari Airport,Tari,TIZ,AYTA,-5.845,142.948
Tabubil Airport,Tabubil,TBG,AYTB,-5.2786,141.226
Tokua Airport,Tokua,RAB,AYTK,-4.3405,152.38
Vanimo Airport,Vanimo,VAI,AYVN,-2.6926,141.3028
Wapenamanda Airport,Wapenamanda,WBM,AYWD,-5.6433,143.895
Tadji Airport,Aitape,ATP,,-3.1899,142.43
Gasmata Island Airport,Gasmata Island,GMI,,-6.2711,150.331
Ihu Airport,Ihu,IHU,,-7.8976,145.396
Nissan Island Airport,Nissan Island,IIS,,-4.4997,154.226
Jacquinot Bay Airport,Jacquinot Bay,JAQ,,-5.6525,151.507
Kandrian Airport,Kandrian,KDR,,-6.183,149.533
Kokoda Airport,Kokoda,KKD,,-8.8847,147.731
Kamusi Airport,Kamusi,KUY,,-7.4204,143.122
Lake Murray Airport,Lake Murray,LMY,,-7.0099,141.494
Londolovit Airport,Londolovit,LNV,,-3.0436,152.629
Losuia Airport,Losuia,LSA,,-8.5058,151.081
Obo Airport,Obo,OBX,,-7.583,141.317
Balimo Airport,Balimo,OPU,,-8.05,142.933
Suki Airport,Suki,SKC,,-8.033,141.717
Tufi Airport,Tufi,TFI,,-9.076,149.32
Nuku Airport,Nuku,UKU,,-3.667,142.483
Baimuru Airport,Baimuru,VMU,,-7.4969,144.82
Wipim Airport,Wipim,WPM,,-8.7882,142.882
Fane Airport,Fane,FNE,,-8.55,147.083
Itokama Airport,Itokama,ITK,,-9.2,148.25
Ononge Airport,Ononge,ONB,,-8.583,147.2
Tapini Airport,Tapini,TPI,,-8.35,146.983
Wanigela Airport,Wanigela,AGL,,-9.333,149.15
Woitape Airport,Woitape,WTP,,-8.533,147.25
Awaba Airport,Awaba,AWB,,-8.014,142.75
Telefomin Airport,Telefomin,TFM,,-5.117,141.633
Bosset Airport,Bosset,BOT,,-7.2408,141.0923
Kieta Airport,Kieta,KIE,AYKT,-6.3054,155.7281
Silvio Pettirossi International Airport,Asuncion,ASU,SGAS,-25.24,-57.52
Juan De Ayolas Airport,Ayolas,,SGAY,-27.3706,-56.8541
Teniente Col Carmelo Peralta Airport,Conception,CIO,SGCO,-23.4424,-57.4273
Itaipú Airport,Itaipu,,SGIB,-25.4075,-54.6194
Dr. Luis Maria Argaña International Airport,Mariscal Estigarribia,,SGME,-22.05,-60.62
Carlos Miguel Gimenez Airport,Pilar,,SGPI,-26.8812,-58.318
Guarani International Airport,Ciudad del Este,AGT,SGES,-25.4545,-54.8427
Dr Augusto Roberto Fuster International Airport,Pedro Juan Caballero,PJC,SGPJ,-22.64,-55.83
Huancabamba Airport,Huancabamba,,SPAB,-5.2568,-79.4429
Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,,SPAS,-2.7961,-76.4666
Teniente General Gerardo Pérez Pinedo Airport,Atalaya,,SPAY,-10.7291,-73.7665
Iberia Airport,Iberia,,SPBR,-11.4116,-69.4887
Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PCL,SPCL,-8.3779,-74.5743
Teniente FAP Jaime A De Montreuil Morales Airport,Chimbote,CHM,SPEO,-9.1496,-78.5238
Puerto Esperanza Airport,Puerto Esperanza,,SPEP,-9.7681,-70.7065
Cesar Torke Podesta Airport,Moquegua,,SPEQ,-17.179,-70.9308
Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,CIX,SPHI,-6.7875,-79.8281
Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,AYP,SPHO,-13.1548,-74.2044
Andahuaylas Airport,Andahuaylas,ANS,SPHY,-13.7064,-73.3504
Comandante FAP German Arias Graziani Airport,Anta,ATA,SPHZ,-9.3474,-77.5984
Jorge Chávez International Airport,Lima,LIM,SPIM,-12.0219,-77.1143
Juanjui Airport,Juanjui,JJI,SPJI,-7.1691,-76.7286
Francisco Carle Airport,Jauja,,SPJJ,-11.7831,-75.4734
Inca Manco Capac International Airport,Juliaca,JUL,SPJL,-15.4671,-70.1582
Ilo Airport,Ilo,,SPLO,-17.695,-71.344
Las Palmas Air Base,Las Palmas,,SPLP,-12.1607,-76.9989
Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,TBP,SPME,-3.5525,-80.3814
Moises Benzaquen Rengifo Airport,Yurimaguas,YMS,SPMS,-5.8938,-76.1182
Collique Airport,Collique,,SPOL,-11.9287,-77.0611
Chachapoyas Airport,Chachapoyas,CHH,SPPY,-6.2018,-77.8561
Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,IQT,SPQT,-3.7847,-73.3088
Rodríguez Ballón International Airport,Arequipa,AQP,SPQU,-16.3411,-71.5831
Capitán FAP Leonardo Alvariño Herr Airport,San Ramon,,SPRM,-11.1286,-75.3505
Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,TRU,SPRU,-8.0814,-79.1088
Capitán FAP Renán Elías Olivera International Airport,Pisco,PIO,SPSO,-13.7449,-76.2203
Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,TPP,SPST,-6.5087,-76.3732
Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,TCQ,SPTN,-18.0533,-70.2758
Padre Aldamiz International Airport,Puerto Maldonado,PEM,SPTU,-12.6136,-69.2286
Capitán FAP Guillermo Concha Iberico International Airport,Piura,PIU,SPUR,-5.2057,-80.6164
Capitan Montes Airport,Talara,TYL,SPYL,-4.5766,-81.2541
Alejandro Velasco Astete International Airport,Cuzco,CUZ,SPZO,-13.5357,-71.9388
Caballococha Airport,Caballococha,LHC,SPBC,-3.9169,-70.5082
Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,CJA,SPJR,-7.1392,-78.4894
Alferez Fap David Figueroa Fernandini Airport,Huánuco,HUU,SPNC,-9.8788,-76.2048
Maria Reiche Neuman Airport,Nazca,NZC,SPZA,-14.854,-74.9615
Tocache Airport,Tocache,,SPCH,-8.183,-76.517
Palmar Airport,Santa Lucia,,SLPA,-18.9717,-62.9753
Machu Pichu Airport,Machu Pichu,MFT,,-13.1167,-72.5667
Tingo Maria Airport,Tingo Maria,TGI,SPGM,-9.133,-75.95
Las Dunas Airport,Ica,,SPLH,-14.0361,-75.7597
Juan Simons Vela Airport,Rioja,RIJ,SPJA,-6.0679,-77.16
Shumba Airport,Jaén,JAE,SPJE,-5.5925,-78.774
Ninoy Aquino International Airport,Manila,MNL,RPLL,14.5086,121.02
Awang Airport,Cotabato,CBO,RPMC,7.1652,124.21
Cagayan De Oro Airport,Ladag,CGY,RPML,8.4156,124.611
Pagadian Airport,Pagadian,PAG,RPMP,7.8307,123.4612
General Santos International Airport,Romblon,GES,RPMR,6.058,125.096
Zamboanga International Airport,Zamboanga,ZAM,RPMZ,6.9224,122.06
Loakan Airport,Baguio,BAG,RPUB,16.3751,120.62
Daet Airport,Daet,,RPUD,14.1292,122.98
Basa Air Base,Floridablanca,,RPUF,14.9865,120.493
Lingayen Airport,Lingayen,,RPUG,16.0348,120.241
San Jose Airport,San Jose,SJI,RPUH,12.3615,121.047
Fernando Air Base,Lipa,,RPUL,13.955,121.125
Mamburao Airport,Mamburao,,RPUM,13.2081,120.605
Vigan Airport,Vigan,,RPUQ,17.5553,120.356
Dr.Juan C. Angara Airport,Baler,,RPUR,15.7298,121.5
Bagabag Airport,Bagabag,,RPUZ,16.6192,121.252
Daniel Z. Romualdez Airport,Tacloban,TAC,RPVA,11.2276,125.028
Bacolod-Silay City International Airport,Bacolod,BCD,RPVB,10.7764,123.015
Sibulan Airport,Dumaguete,DGT,RPVD,9.3337,123.3
Godofredo P. Ramos Airport,Caticlan,MPH,RPVE,11.9245,121.954
Guiuan Airport,Guiuan,,RPVG,11.0355,125.742
Iloilo International Airport,Iloilo,ILO,RPVI,10.833,122.4934
Kalibo International Airport,Kalibo,KLO,RPVK,11.6794,122.376
Puerto Princesa Airport,Puerto Princesa,PPS,RPVP,9.7421,118.759
Evelio Javier Airport,San Jose,,RPVS,10.766,121.933
Tagbilaran Airport,Tagbilaran,TAG,RPVT,9.6641,123.853
Francisco Bangoy International Airport,Davao,DVO,RPMD,7.1255,125.646
Clark International Airport,Angeles City,CRK,RPLC,15.186,120.56
Francisco B. Reyes Airport,Busuanga,USU,RPVV,12.1215,120.1
Bancasi Airport,Butuan,BXU,RPME,8.9515,125.4788
Dipolog Airport,Dipolog,DPL,RPMG,8.602,123.3419
Laoag International Airport,Laoag,LAO,RPLI,18.1781,120.532
Legazpi City International Airport,Legazpi,LGP,RPLP,13.1575,123.735
Labo Airport,Ozamis,OZC,RPMO,8.1785,123.842
Mactan Cebu International Airport,Cebu,CEB,RPVM,10.3075,123.979
El Nido Airport,El Nido,ENI,,11.202,119.417
Subic Bay International Airport,Olongapo City,SFS,RPLB,14.7944,120.271
Cuyo Airport,Cuyo,CYU,RPLO,10.8581,121.069
Rajah Buayan Air Base,General Santos City,,RPMB,6.1064,125.235
Camiguin Airport,Camiguin,CGM,RPMH,9.2535,124.707
Jolo Airport,Jolo,JOL,RPMJ,6.0537,121.011
Sanga Sanga Airport,Sanga Sanga,SGS,RPMN,5.047,119.743
Surigao Airport,Sangley Point,SUG,RPMS,9.7558,125.4809
Tandag Airport,Tandag,TDG,RPMW,9.0721,126.171
Naga Airport,Naga,WNP,RPUN,13.5849,123.27
Basco Airport,Basco,BSO,RPUO,20.4513,121.98
San Fernando Airport,San Fernando,SFE,RPUS,16.5956,120.303
Tuguegarao Airport,Tuguegarao,TUG,RPUT,17.6434,121.7332
Virac Airport,Virac,VRC,RPUV,13.5764,124.206
Calbayog Airport,Calbayog City,CYP,RPVC,12.0727,124.545
Catarman National Airport,Catarman,CRM,RPVF,12.5024,124.636
Moises R. Espinosa Airport,Masbate,MBT,RPVJ,12.3694,123.629
Roxas Airport,Roxas City,RXS,RPVR,11.5977,122.752
Ormoc Airport,Ormoc City,OMC,RPVO,11.058,124.565
Cauayan Airport,Cauayan,CYZ,RPUY,16.9299,121.753
Tugdan Airport,Romblon,TBH,RPVU,12.311,122.085
Marinduque Airport,Gasan,MRQ,RPUW,13.361,121.826
Siargao Airport,Siargao,IAO,RPNS,9.8591,126.014
Borongan Airport,Borongan,BPR,RPVW,11.6743,125.479
Lubang Airport,Lubang,LBX,RPLU,13.8554,120.105
Cesar Lim Rodriguez Airport,Taytay,RZP,RPSD,10.8187,119.5077
Siquijor Airport,Siquijor,,RPVZ,9.2142,123.4723
Allah Valley Airport,Surallah,AAV,RPMA,6.3668,124.751
Bislig Airport,,BPH,RPMF,8.1959,126.322
Mati National Airport,,MXI,RPMQ,6.9494,126.273
Babice Airport,Warsaw,,EPBC,52.2685,20.911
Gdańsk Lech Wałęsa Airport,Gdansk,GDN,EPGD,54.3776,18.4662
John Paul II International Airport Kraków-Balice Airport,Krakow,KRK,EPKK,50.0777,19.7848
Muchowiec Airport,Katowice,,EPKM,50.2381,19.0342
Katowice International Airport,Katowice,KTW,EPKT,50.4743,19.08
Mielec Airport,Mielec,,EPML,50.3223,21.4621
Poznań-Ławica Airport,Poznan,POZ,EPPO,52.421,16.8263
Rzeszów-Jasionka Airport,Rzeszow,RZE,EPRZ,50.11,22.019
"Szczecin-Goleniów \Solidarność\"" Airport""",Szczecin,SZZ,EPSC,53.5847,14.9022
Redzikowo Air Base,Slupsk,OSP,EPSK,54.4789,17.1075
Swidwin Military Air Base,Shapaja,,EPSN,53.7906,15.8263
Warsaw Chopin Airport,Warsaw,WAW,EPWA,52.1657,20.9671
Copernicus Wrocław Airport,Wroclaw,WRO,EPWR,51.1027,16.8858
Zielona Góra-Babimost Airport,Zielona Gora,IEG,EPZG,52.1385,15.7986
Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,BZG,EPBY,53.0968,17.9777
Łódź Władysław Reymont Airport,Lodz,LCJ,EPLL,51.7219,19.3981
Szczecin-Dąbie Airport,Szczecin,,EPSD,53.3921,14.6338
Bielsko Biala Airport,Bielsko-Biala,,EPBA,49.805,19.0019
Koszalin Zegrze Pomorskie Air Base,Koszalin,OSZ,EPKO,54.0425,16.2656
Oksywie Military Air Base,Gdynia,QYD,EPOK,54.5797,18.5172
Malbork Military Air Base,Malbork,,EPMB,54.0269,19.1342
Lask Military Air Base,Lask,,EPLK,51.5517,19.1791
Miroslawiec Military Air Base,Miroslawiec,,EPMI,53.3951,16.0828
Krzesiny Military Air Base,Poznan,,EPKS,52.3317,16.9664
Radom Airport,RADOM,QXR,EPRA,51.3892,21.2133
Modlin Airport,Warsaw,WMI,EPMO,52.4511,20.6518
Inowroclaw Military Air Base,Inowroclaw,,EPIR,52.8294,18.3306
Pruszcz Gdanski Air Base,Pruszcz Gdansk,,EPPR,54.248,18.6716
Góraszka Airport,Goraszka,,EPGO,52.1844,21.2811
Szczytno-Szymany International Airport,Szczytno-Szymany,SZY,EPSY,53.4819,20.9377
Jelenia Góra Glider Airport,Jelenia Gora,,EPJG,50.8989,15.7856
Biała Podlaska Airfield,Biała Podlaska,BXP,EPBP,52.0008,23.1325
Cewice Military Airport,Lębork,,EPCE,54.416,17.7633
Deblin Military Air Base,Dęblin,,EPDE,51.5514,21.8936
Leczyca Military Air Base,Leczyca,,EPLY,52.0047,19.1456
Minsk Mazowiecki Military Air Base,,,EPMM,52.1955,21.6559
Powidz Military Air Base,,,EPPW,52.3794,17.8539
Tomaszow Mazowiecki Military Air Base,Tomaszów Mazowiecki,,EPTM,51.5844,20.0978
Alverca Airport,Alverca,,LPAR,38.8833,-9.0301
Santa Maria Airport,Santa Maria (island),SMA,LPAZ,36.9714,-25.1706
Bragança Airport,Braganca,BGC,LPBG,41.8578,-6.7071
Beja International Airport,Beja (madeira),,LPBJ,38.0789,-7.9324
Braga Municipal Aerodrome,Braga,,LPBR,41.5871,-8.4451
Coimbra Airport,Coimba,,LPCO,40.1588,-8.4708
Cascais Airport,Cascais,,LPCS,38.725,-9.3552
Covilhã Airport,Covilha,,LPCV,40.2648,-7.48
Évora Airport,Evora,,LPEV,38.5335,-7.8896
Flores Airport,Flores,FLW,LPFL,39.4553,-31.1314
Faro Airport,Faro,FAO,LPFR,37.0144,-7.9659
Graciosa Airport,Graciosa Island,GRW,LPGR,39.0922,-28.0298
Horta Airport,Horta,HOR,LPHR,38.5199,-28.7159
Lajes Field,Lajes (terceira Island),TER,LPLA,38.7618,-27.0908
Monte Real Air Base,Monte Real,,LPMR,39.8283,-8.8875
Montijo Airport,Montijo,,LPMT,38.7039,-9.0359
Ovar Airport,Ovar,,LPOV,40.9159,-8.6459
João Paulo II Airport,Ponta Delgada,PDL,LPPD,37.7412,-25.6979
Pico Airport,Pico,PIX,LPPI,38.5543,-28.4413
Portimão Airport,Portimao,,LPPM,37.1493,-8.584
Francisco de Sá Carneiro Airport,Porto,OPO,LPPR,41.2481,-8.6814
Porto Santo Airport,Porto Santo,PXO,LPPS,33.0734,-16.35
Lisbon Portela Airport,Lisbon,LIS,LPPT,38.7813,-9.1359
São Jorge Airport,Sao Jorge Island,SJZ,LPSJ,38.6655,-28.1758
Sintra Airport,Sintra,,LPST,38.8311,-9.3396
Tancos Airbase,Tancos,,LPTN,39.4751,-8.3646
Vila Real Airport,Vila Real,VRL,LPVR,41.2743,-7.7205
Viseu Airport,Viseu,,LPVZ,40.7255,-7.889
Madeira Airport,Funchal,FNC,LPMA,32.6979,-16.7745
Corvo Airport,Corvo,CVU,LPCR,39.6715,-31.1136
São Jacinto Airport,Aveiro,,LPAV,40.6567,-8.7415
Ota Air Base,Ota,,LPOT,39.0875,-8.9628
Rafael Hernandez Airport,Aguadilla,BQN,TJBQ,18.4949,-67.1294
Diego Jimenez Torres Airport,Fajardo,FAJ,TJFA,18.3089,-65.6619
Fernando Luis Ribas Dominicci Airport,San Juan,SIG,TJIG,18.4568,-66.0981
Eugenio Maria De Hostos Airport,Mayaguez,MAZ,TJMZ,18.2557,-67.1485
Mercedita Airport,Ponce,PSE,TJPS,18.0083,-66.563
Luis Munoz Marin International Airport,San Juan,SJU,TJSJ,18.4394,-66.0018
Vieques Airport,Vieques Island,VQS,TJCG,18.1158,-65.4227
Benjamin Rivera Noriega Airport,Culebra Island,CPX,TJCP,18.3133,-65.3043
Antonio Nery Juarbe Pol Airport,Arecibo,ARE,TJAB,18.45,-66.6753
José Aponte de la Torre Airport,Ceiba,RVR,TJRV,18.2453,-65.6434
Jose Aponte De La Torre Airport,Ceiba,,TJNR,18.2453,-65.6434
Doha International Airport,Doha,,OTBD,25.2611,51.5651
Doha Free Zone Airport,Doha,XOZ,,24.8333,50.9166
Al Udeid Air Base,Doha,IUD,OTBH,25.1173,51.315
Roland Garros Airport,St.-denis,RUN,FMEE,-20.8871,55.5103
Pierrefonds Airport,St.-pierre,ZSE,FMEP,-21.3209,55.425
Samambaia Heliport,Saint Denis,,SDNS,-22.4625,-43.1306
Arad International Airport,Arad,ARW,LRAR,46.1766,21.262
Bacău Airport,Bacau,BCM,LRBC,46.5219,26.9103
Tautii Magheraus Airport,Baia Mare,BAY,LRBM,47.6584,23.47
Băneasa International Airport,Bucharest,BBU,LRBS,44.5032,26.1021
Mihail Kogălniceanu International Airport,Constanta,CND,LRCK,44.3622,28.4883
Cluj-Napoca International Airport,Cluj-napoca,CLJ,LRCL,46.7852,23.6862
Caransebeş Airport,Caransebes,CSB,LRCS,45.42,22.2533
Craiova Airport,Craiova,CRA,LRCV,44.3181,23.8886
Iaşi Airport,Iasi,IAS,LRIA,47.1785,27.6206
Oradea International Airport,Oradea,OMR,LROD,47.0253,21.9025
Henri Coandă International Airport,Bucharest,OTP,LROP,44.5711,26.085
Sibiu International Airport,Sibiu,SBZ,LRSB,45.7856,24.0913
Satu Mare Airport,Satu Mare,SUJ,LRSM,47.7033,22.8857
Suceava Stefan cel Mare Airport,Suceava,SCV,LRSV,47.6875,26.3541
Tulcea Airport,Tulcea,TCE,LRTC,45.0625,28.7143
Transilvania Târgu Mureş International Airport,Tirgu Mures,TGM,LRTM,46.4677,24.4125
Timişoara Traian Vuia Airport,Timisoara,TSR,LRTR,45.8099,21.3379
Tuzla Romania Airport,Tuzla,,LRTZ,43.9842,28.6097
Câmpia Turzii Air Base,Câmpia Turzii,,LRCT,46.5023,23.8859
Yakutsk Airport,Yakutsk,YKS,UEEE,62.0933,129.771
Mirny Airport,Mirnyj,MJZ,UERR,62.5347,114.039
Ignatyevo Airport,Blagoveschensk,BQS,UHBB,50.4254,127.412
Khabarovsk-Novy Airport,Khabarovsk,KHV,UHHH,48.528,135.188
Provideniya Bay Airport,Provideniya Bay,PVS,UHMD,64.3781,-173.243
Sokol Airport,Magadan,GDX,UHMM,59.911,150.72
Pevek Airport,Pevek,PWE,UHMP,69.7833,170.597
Yelizovo Airport,Petropavlovsk,PKC,UHPP,53.1679,158.454
Yuzhno-Sakhalinsk Airport,Yuzhno-sakhalinsk,UUS,UHSS,46.8887,142.718
Vladivostok International Airport,Vladivostok,VVO,UHWW,43.399,132.148
Chita-Kadala Airport,Chita,HTA,UIAA,52.0263,113.306
Bratsk Airport,Bratsk,BTK,UIBB,56.3706,101.698
Irkutsk Airport,Irkutsk,IKT,UIII,52.268,104.389
Ulan-Ude Airport (Mukhino),Ulan-ude,UUD,UIUU,51.8078,107.438
Pulkovo Airport,St. Petersburg,LED,ULLI,59.8003,30.2625
Murmansk Airport,Murmansk,MMK,ULMM,68.7817,32.7508
Khrabrovo Airport,Kaliningrad,KGD,UMKK,54.89,20.5926
Abakan Airport,Abakan,ABA,UNAA,53.74,91.385
Barnaul Airport,Barnaul,BAX,UNBB,53.3638,83.5385
Kemerovo Airport,Kemorovo,KEJ,UNEE,55.2701,86.1072
Omsk Central Airport,Omsk,OMS,UNOO,54.967,73.3105
Krasnodar Pashkovsky International Airport,Krasnodar,KRR,URKK,45.0347,39.1705
Uytash Airport,Makhachkala,MCX,URML,42.8168,47.6523
Mineralnyye Vody Airport,Mineralnye Vody,MRV,URMM,44.2251,43.0819
Stavropol Shpakovskoye Airport,Stavropol,STW,URMT,45.1092,42.1128
Rostov-on-Don Airport,Rostov,ROV,URRR,47.2582,39.8181
Sochi International Airport,Sochi,AER,URSS,43.4499,39.9566
Astrakhan Airport,Astrakhan,ASF,URWA,46.2833,48.0063
Volgograd International Airport,Volgograd,VOG,URWW,48.7825,44.3455
Chelyabinsk Balandino Airport,Chelyabinsk,CEK,USCC,55.3058,61.5033
Magnitogorsk International Airport,Magnetiogorsk,MQF,USCM,53.3931,58.7557
Nizhnevartovsk Airport,Nizhnevartovsk,NJC,USNN,60.9493,76.4836
Bolshoye Savino Airport,Perm,PEE,USPP,57.9145,56.0212
Surgut Airport,Surgut,SGC,USRR,61.3437,73.4018
Koltsovo Airport,Yekaterinburg,SVX,USSS,56.7431,60.8027
Bryansk Airport,Bryansk,BZK,UUBP,53.2142,34.1764
Sheremetyevo International Airport,Moscow,SVO,UUEE,55.9726,37.4146
Migalovo Air Base,Tver,KLD,UUEM,56.8247,35.7577
Voronezh International Airport,Voronezh,VOZ,UUOO,51.8142,39.2296
Vnukovo International Airport,Moscow,VKO,UUWW,55.5915,37.2615
Syktyvkar Airport,Syktyvkar,SCW,UUYY,61.647,50.8451
Kazan International Airport,Kazan,KZN,UWKD,55.6062,49.2787
Orenburg Central Airport,Orenburg,REN,UWOO,51.7958,55.4567
Ufa International Airport,Ufa,UFA,UWUU,54.5575,55.8744
Kurumoch International Airport,Samara,KUF,UWWW,53.5049,50.1643
Domodedovo International Airport,Moscow,DME,UUDD,55.4088,37.9063
Tolmachevo Airport,Novosibirsk,OVB,UNNT,55.0126,82.6507
Roshchino International Airport,Tyumen,TJM,USTR,57.1896,65.3243
Nizhny Novgorod Strigino International Airport,Nizhniy Novgorod,GOJ,UWGG,56.2301,43.784
Bogashevo Airport,Tomsk,TOF,UNTT,56.3803,85.2083
Ust-Ilimsk Airport,Ust Ilimsk,UIK,UIBS,58.1361,102.565
Norilsk-Alykel Airport,Norilsk,NSK,UOOO,69.3111,87.3322
Anapa Vityazevo Airport,Anapa,AAQ,URKA,45.0021,37.3473
Bykovo Airport,Moscow,BKA,UUBB,55.6172,38.06
Talagi Airport,Arkhangelsk,ARH,ULAA,64.6003,40.7167
Saratov Central Airport,Saratov,RTW,UWSS,51.565,46.0467
Novy Urengoy Airport,Novy Urengoy,NUX,USMU,66.0694,76.5203
Noyabrsk Airport,Noyabrsk,NOJ,USRO,63.1833,75.27
Ukhta Airport,Ukhta,UCT,UUYH,63.5669,53.8047
Usinsk Airport,Usinsk,USK,UUYS,66.0047,57.3672
Pechora Airport,Pechora,PEX,UUYP,65.1211,57.1308
Naryan Mar Airport,Naryan-Mar,NNM,ULAM,67.64,53.1219
Pskov Airport,Pskov,PKV,ULOO,57.7839,28.3956
Kogalym International Airport,Kogalym,KGP,USRK,62.1904,74.5338
Yemelyanovo Airport,Krasnoyarsk,KJA,UNKL,56.1729,92.4933
Novosibirsk North Airport,Novosibirsk,,UNCC,55.0917,82.9067
Uray Airport,Uraj,URJ,USHU,60.1033,64.8267
Ivanovo South Airport,Ivanovo,IWA,UUBI,56.9394,40.9408
Chulman Airport,Neryungri,CNN,UELL,56.9139,124.914
Polyarny Airport,Yakutia,PYJ,UERP,66.4004,112.03
Chokurdakh Airport,Chokurdah,CKH,UESO,70.6231,147.902
Cherskiy Airport,Cherskiy,CYX,UESS,68.7406,161.338
Tiksi Airport,Tiksi,IKS,UEST,71.6977,128.903
Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,KXK,UHKK,50.409,136.934
Ugolny Airport,Anadyr,DYR,UHMA,64.7349,177.741
Okhotsk Airport,Okhotsk,OHO,UHOO,59.4101,143.0565
Solovki Airport,Solovetsky Islands,CSH,ULAS,65.03,35.7333
Cherepovets Airport,Cherepovets,CEE,ULBC,59.2736,38.0158
Amderma Airport,Amderma,AMV,ULDD,69.7633,61.5564
Kotlas Airport,Kotlas,KSZ,ULKK,61.2358,46.6975
Petrozavodsk Airport,Petrozavodsk,PES,ULPB,61.8852,34.1547
Yeniseysk Airport,Yeniseysk,EIE,UNII,58.4742,92.1125
Kyzyl Airport,Kyzyl,KYZ,UNKY,51.6694,94.4006
Spichenkovo Airport,Novokuznetsk,NOZ,UNWW,53.8114,86.8772
Khatanga Airport,Khatanga,HTG,UOHH,71.9781,102.491
Igarka Airport,Igarka,IAA,UOII,67.4372,86.6219
Khankala Air Base,Grozny,GRV,URMG,43.2981,45.7841
Nalchik Airport,Nalchik,NAL,URMN,43.5129,43.6366
Beslan Airport,Beslan,OGZ,URMO,43.2051,44.6066
Elista Airport,Elista,ESL,URWI,46.3739,44.3309
Salekhard Airport,Salekhard,SLY,USDD,66.5908,66.611
Khanty Mansiysk Airport,Khanty-Mansiysk,HMA,USHH,61.0285,69.0861
Nyagan Airport,Nyagan,NYA,USHN,62.11,65.615
Sovetskiy Airport,Sovetskiy,OVS,USHS,61.3266,63.6019
Izhevsk Airport,Izhevsk,IJK,USII,56.8281,53.4575
Pobedilovo Airport,Kirov,KVX,USKK,58.5033,49.3483
Nadym Airport,Nadym,NYM,USMM,65.4809,72.6989
Raduzhny Airport,Raduzhnyi,RAT,USNR,62.1586,77.3289
Nefteyugansk Airport,Nefteyugansk,NFG,USRN,61.1083,72.65
Kurgan Airport,Kurgan,KRO,USUU,55.4753,65.4156
Staroselye Airport,Rybinsk,RYB,UUBK,58.1042,38.9294
